0,1,2,3,4,5,6,7
B,Lille 2 University â Health and Law,France,15.1,39.4,9.5,81.7,31.5
B,University College Cork,Republic of Ireland,28.6,75.5,23.8,48.4,47.1
B,Verona University,Italy,23.6,38.3,13.1,76.1,36.6
B,Victoria University of Wellington,New Zealand,26,88.8,28.7,44.3,45.6
C,Washington State University,United States of America,29,39.6,28.2,49.6,57.1
C,Wayne State University,United States of America,31.9,29.6,14.2,65.3,41.7
C,American University,United States of America,42.2,28.9,16.5,41.1,35.9
C,Aston University,Unted Kingdom,18.4,92.5,20.4,51.9,34.6
C,University of Aveiro,Portugal,24.8,45.9,26.5,43.6,40.1
C,University of Bari Aldo Moro,Italy,28.7,31.7,21.6,48.8,45.4
C,Bar-Ilan University,Israel,22.6,49.4,21.3,42.3,28.9
C,Bournemouth University,United Kingdom,32,70.6,12.6,35.2,28.8
C,University of Brescia,Italy,15.6,36.6,14.8,72.3,35.8
C,Brno University of Technology,Czech Republic,18,35.8,14.7,55.8,33.7
C,Brunel University London,United Kingdom,24.8,91.8,23.3,39.5,34.7
C,Caâ Foscari University of Venice,Italy,23.9,38.1,27.8,48.9,32.3
C,University of Cagliari,Italy,19.4,32.6,13.2,56.8,33.6
C,University of Canterbury,New Zealand,23.5,91,22.5,38.9,52.1
C,Catholic University of the Sacred Heart,Italy,18.6,39,11.3,55.4,38.7
C,Charles University in Prague,Czech Republic,31.5,52.8,21.5,41,28.2
C,"China Medical University, Taiwan",Taiwan,24,25.7,29.4,45,60.4
C,City University London,United Kingdom,23.5,89.6,21.2,43.5,28.9
C,Claude Bernard University Lyon 1,France,21.3,50.5,13.2,66.5,34.5
C,University of Coimbra,Portugal,28.3,46.2,26.5,42.4,34.8
C,Complutense University of Madrid,Spain,33.2,39.1,27.6,31.2,30.9
C,Concordia University,Canada,19.3,77.4,23.4,36.4,30.9
C,Curtin University,Australia,20.1,93.1,20.2,44.6,37.8
C,Dublin City University,Republic of Ireland,26.1,76.7,25.2,36.3,51.7
C,East China University of Science and Technology,China,24.1,21.7,17.1,46.4,64.7
C,Ewha Womans University,South Korea,23.9,34.3,18.3,50.4,57.6
C,Federico Santa MarÃ­a Technical University,Chile,17.2,54.1,10.1,70.5,35.1
C,University of Ferrara,Italy,17.7,41.8,17.2,63.3,35.9
C,Florida International University,United States of America,25.7,32.8,18.1,49.4,32.7
C,University of Genoa,Italy,27.2,38.8,14.2,59.3,42.3
C,Georgia State University,United States of America,26.3,29.5,19.5,52.9,28.7
C,University of Graz,Austria,24.9,68.9,16.3,53.3,29.3
C,Heriot-Watt University,United Kingdom,23.4,90.1,22.4,36.4,45.6
C,Hokkaido University,Japan,40.3,27.9,32.8,29.3,53.7
C,Howard University,United States of America,38.8,30.3,11,44.5,-
C,University of Hull,United Kingdom,22.4,73.2,16.1,41.1,31.8
C,University of Idaho,United States of America,28.3,32,19.4,40.8,32.4
C,Indian Institute of Technology Delhi,India,35.8,15.5,25.8,33.4,62.8
C,Indian Institute of Technology Kharagpur,India,33.2,13.3,30.5,41.4,31.7
C,Indian Institute of Technology Madras,India,34.6,16.1,20.7,31.4,88.9
C,University of Ioannina,Greece,14.5,36.9,17.7,56.4,32.9
C,Iran University of Science and Technology,Iran,25.9,12.2,26,42.3,61.2
C,Johannes Kepler University of Linz,Austria,19.2,58.5,13.8,51.6,37.4
C,University of Kaiserslautern,Germany,29.6,44.1,22.6,47.5,80.2
C,Keele University,United Kingdom,20,72.7,17.6,53,29.3
C,University of KwaZulu-Natal,South Africa,20.3,58.6,25.7,41.5,38.2
C,Kyung Hee University,South Korea,26.1,46.4,27.6,39.2,89.4
C,Kyushu University,Japan,36.5,26.4,27.5,31.8,83.2
C,Lehigh University,United States of America,23.9,36,15,58.2,38.9
C,Louisiana State University,United States of America,26.8,26.1,27.7,37.8,-
C,University of Macau,Macau,18.5,98.4,17,49.7,34.9
C,Makerere University,Uganda,15.1,58,10.6,70.7,28
C,Marche Polytechnic University,Italy,15.2,27.3,11,80.2,28
C,"University of Maryland, Baltimore County",United States of America,21.3,28.2,18.2,61.3,31.7
C,Murdoch University,Australia,18.7,88.3,19.6,51.2,36.5
C,University of Nantes,France,19.6,35.1,12.2,69.4,-
C,National and Kapodistrian University of Athens,Greece,26.7,39,16.3,45.8,-
C,National Autonomous University of Mexico,Mexico,42.7,35.9,40.2,14.8,63.7
C,National Cheng Kung University,Taiwan,29.8,27.7,40.2,27.2,100
C,National Institute of Applied Sciences of Lyon (INSA Lyon),France,27,63.6,10.6,41.8,40.3
C,National Yang-Ming University,Taiwan,41.5,15.8,18.5,33.3,30.2
C,University of NeuchÃ¢tel,Switzerland,24.2,91.4,14.7,48.2,-
C,New University of Lisbon,Portugal,26.9,44.5,21.9,38.3,41.3
C,University of Nice Sophia Antipolis,France,21.4,79.5,16.1,53.7,28.5
C,Novosibirsk State University,Russian Federation,41.4,32.4,30.8,26.2,38.2
C,The Open University,United Kingdom,21,51.5,13.8,60.3,28.4
C,Oxford Brookes University,United Kingdom,25.7,68.9,18.8,42.7,28.4
C,University of Palermo,Italy,15.3,23.6,9.1,77.4,28
C,University of Parma,Italy,17.7,36.8,16.6,56.4,37.1
C,University of Pisa,Italy,21.6,31.1,18.9,64.5,31.4
C,Polytechnic University of Catalonia,Spain,25.2,63.9,14.8,44.7,40.9
C,Pontifical Catholic University of Chile,Chile,28.2,52.4,21.3,37,28
C,University of Porto,Portugal,32,45.4,28.2,37.2,38.7
C,University of Portsmouth,United Kingdom,17.2,79.3,10.9,58.2,28.9
C,RMIT University,Australia,24.7,82.1,17.7,44.6,37
C,University of Rome II â Tor Vergata,Italy,23.5,36.5,17.2,64.5,34.7
C,University of Rovira i Virgili,Spain,20.8,41.5,14.8,66.9,30.9
C,Saint Petersburg State University,Russian Federation,47.9,33,31.4,14.5,29.5
C,University of Salento,Italy,29.6,24.5,13.2,53,36.2
C,University of San Francisco,United States of America,34.2,40.1,12.9,43.8,28.6
C,University of Saskatchewan,Canada,30.8,52.9,22.4,39.7,62.9
C,Sharif University of Technology,Iran,26.6,15.9,30.1,33.7,87.8
C,University of Siena,Italy,23.7,39,17.8,45.2,33.2
C,Southern Cross University,Australia,18.9,52.7,18.3,53.3,37.7
C,State University of New York Albany,United States of America,25.6,31.4,35.3,35.5,28
C,University of Strathclyde,United Kingdom,25.9,71,28,31.8,44.1
C,University of Tampere,Finland,23.5,41.9,13.7,63.7,40
C,Tampere University of Technology,Finland,23.1,54,17.2,45.5,67.5
C,Tokyo Medical and Dental University (TMDU),Japan,39.3,23.1,18.3,36.6,59.5
C,Tokyo Metropolitan University,Japan,21.6,19.9,11.4,72.2,30.9
C,University of Tsukuba,Japan,40,34.4,30,33.7,42.9
C,University of Ulsan,South Korea,19.5,18.6,20.5,54,64.7
C,Ulster University,United Kingdom,19.1,79,13.2,44.1,29.2
C,UniversitÃ© du QuÃ©bec Ã  MontrÃ©al,Canada,26.8,42.9,24.5,41.6,29.2
C,Universiti Teknologi Malaysia,Malaysia,26.3,51.7,14.6,44.7,31.1
C,University of Urbino Carlo Bo,Italy,17.2,35,8.7,66.8,31.2
C,University of Valencia,Spain,22.7,40.5,16.9,49.6,31.3
C,University of Waikato,New Zealand,19.3,87,18.2,53.7,30.7
C,Western Sydney University,Australia,20.1,54,24.6,52.3,30.7
C,Wuhan University,China,38.2,36.7,26.8,18,97.8
C,Xiamen University,China,26.7,25,15.6,47,-
C,American University of Beirut,Lebanon,27.7,93,11.2,31.9,-
C,Amirkabir University of Technology,Iran,24.5,7.7,25.7,34.8,55.7
C,"University of the Andes, Colombia",Colombia,21.2,51.7,13.8,31.2,28
C,University of Arkansas,United States of America,25.5,25.9,17.4,30.3,36.9
C,Auburn University,United States of America,30.2,27.9,19.4,21,37.2
C,BabeÅ-Bolyai University,Romania,27.9,35.4,12.5,32.1,28.6
C,University of the Basque Country,Spain,18.2,34.9,11.9,43.1,30.3
C,Bauman Moscow State Technical University,Russian Federation,44,15.6,23.7,3.1,68.1
C,Ben-Gurion University of the Negev,Israel,25.1,52.9,21.3,30.1,28.7
C,Blaise Pascal University,France,20.2,66.6,2.9,46.9,-
C,BoÄaziÃ§i University,Turkey,21.2,38.3,17.2,45.4,35.5
C,University of Burgundy,France,21.4,50.9,8.8,46.3,-
C,University of Canberra,Australia,18.4,54.6,19.3,29.8,36.2
C,Carleton University,Canada,19.9,61.3,24,32,30.4
C,University of Catania,Italy,19.2,25.3,15.9,52.9,29.5
C,Central Queensland University,Australia,20.9,50.8,11.4,43.7,32.5
C,University of Chile,Chile,28.3,44.1,19.6,30.5,-
C,China Agricultural University,China,35.8,17.6,24.9,22.6,52.3
C,Chung-Ang University,South Korea,29.9,43.7,27.6,17.4,61.3
C,Czech Technical University in Prague,Czech Republic,20.6,25,9.3,46.5,28.2
C,De Montfort University,United Kingdom,16.8,58.4,10.1,40.1,28.5
C,East China Normal University,China,24.6,30.6,14.7,43.3,42
C,Edith Cowan University,Australia,18.9,68.7,16.1,35,34.5
C,Federal University of Rio de Janeiro,Brazil,32.4,25.1,19.7,18.3,42.9
C,University of Granada,Spain,24.3,36.4,14.7,45.8,29.4
C,University of Haifa,Israel,25.5,34.7,29.5,26.2,30.3
C,Harbin Institute of Technology,China,29.4,25.6,27.3,15.7,99.8
C,University of Hertfordshire,United Kingdom,15.5,78.9,9.5,50.5,29.3
C,Hiroshima University,Japan,27.8,22.2,18.9,41.7,42.2
C,Huazhong University of Science and Technology,China,29.3,17.3,22.7,31.6,71.8
C,Indian Institute of Technology Guwahati,India,24.3,12.9,20.7,42.6,32.3
C,Indian Institute of Technology Kanpur,India,33.1,16.4,15,31.5,28
C,Indian Institute of Technology Roorkee,India,29.7,13.9,17.5,37.2,81.4
C,Isfahan University of Technology,Iran,18.1,17.2,23,39.5,99.5
C,Istanbul Technical University,Turkey,19.2,22.9,25.8,26.5,72.1
C,Jadavpur University,India,32.8,7.7,22.2,31.8,33.8
C,Kanazawa University,Japan,24.7,18.4,14.8,35.5,30.4
C,Kansas State University,United States of America,22.9,41.7,17.5,39.3,43.1
C,Keio University,Japan,25,22.7,17.5,28.5,41.4
C,Kent State University,United States of America,18.4,32.4,14.2,53.8,28.5
C,King Fahd University of Petroleum and Minerals,Saudi Arabia,25.4,84.5,16.1,24.4,81.2
C,King Saud University,Saudi Arabia,20,75.5,17.5,22.3,57.4
C,University of La Laguna,Spain,16.9,44.7,10,44.8,28.5
C,Lappeenranta University of Technology,Finland,27.1,53,27.5,20.8,80.3
C,University of Limerick,Republic of Ireland,19.8,76.5,16.3,36.6,34
C,University of Lisbon,Portugal,25.9,46.6,18.3,32.4,35.4
C,Liverpool John Moores University,United Kingdom,16.4,62.1,11.6,45.9,28.8
C,Mahidol University,Thailand,26.8,44.1,15.1,28.3,71.6
C,Manchester Metropolitan University,United Kingdom,22.7,57.8,10.6,30.8,28.3
C,University of Maribor,Slovenia,17.1,33.6,11.5,42.1,38.7
C,Masaryk University,Czech Republic,21.2,48.9,22.9,27.8,28.5
C,Massey University,New Zealand,23.1,80.5,17.1,31.9,35.8
C,Memorial University of Newfoundland,Canada,18.1,53.3,15.8,35.6,48.3
C,Middle East Technical University,Turkey,29.9,26.7,17.3,28.8,60
C,University of Minho,Portugal,23.9,43.6,20.1,35.3,51.6
C,Missouri University of Science and Technology,United States of America,23.5,40.6,18.4,28.7,52.8
C,Montana State University,United States of America,17.7,23.5,21.8,48,43
C,Monterrey Institute of Technology and Higher Education,Mexico,23.9,59.6,12.7,23.4,75.8
C,National Central University,Taiwan,26.3,27.1,23.2,17.5,75.3
C,National Sun Yat-Sen University,Taiwan,26.1,19.7,33,25.8,44.3
C,National Taiwan Normal University,Taiwan,26.2,38.1,31.3,16.2,81.9
C,National Technical University of Athens,Greece,20.2,31.3,15,36.2,40.3
C,New Jersey Institute of Technology,United States of America,18.9,48.5,16.6,32.2,32.2
C,New Mexico State University,United States of America,19.5,30.5,19.2,47.2,34.6
C,University of North Carolina at Greensboro,United States of America,18.2,17.4,15.3,43.1,28.9
C,Oklahoma State University,United States of America,27.5,25.6,22.7,33.1,33.7
C,Osaka City University,Japan,26.3,21.3,13.4,34.4,40.7
C,Otto von Guericke University of Magdeburg,Germany,22.9,43.9,14.4,39.7,37.7
C,University of Oviedo,Spain,19.5,36.2,10.8,41.9,34.1
C,PalackÃ½ University in Olomouc,Czech Republic,19.2,48.8,11.8,42.9,28.7
C,Panjab University,India,24.6,14.1,8.8,41,28.1
C,Paris Dauphine University,France,21.9,69.3,11.1,27.6,30.6
C,Pontifical Catholic University of Rio de Janeiro (PUC-Rio),Brazil,24.5,31.3,24.1,23.1,100
C,Portland State University,United States of America,16.8,31.6,14.4,43.3,44.6
C,University of Pretoria,South Africa,25.6,46,21.2,17.5,52.4
C,Pusan National University,South Korea,27.5,32.9,24.7,20.4,66.8
C,Quaid-i-azam University,Pakistan,17.9,35.4,9.9,45.6,-
C,University of Regina,Canada,15.6,47.7,15.8,34.2,34.4
C,Renmin University of China,China,34.7,40.1,13.7,30.7,42.5
C,University of Rennes 1,France,17.8,53,10.3,44.7,31.7
C,University of Salamanca,Spain,26.1,40.8,16.9,25.9,31.6
C,University of Santiago de Compostela,Spain,22.9,37.1,14.1,46.9,32.3
C,Semmelweis University,Hungary,19.6,81.7,10.6,41.5,30.7
C,University of Seville,Spain,21.5,32,14.9,32.6,36.7
C,UniversitÃ© de Sherbrooke,Canada,25.6,39.8,9.5,41.3,29.6
C,Soochow University,China,19.2,16,13.7,45.8,75.3
C,South China University of Technology,China,19.5,17.5,22.1,28.1,86.8
C,Tallinn University of Technology,Estonia,16.3,37.9,15,38.7,44.8
C,Tehran University of Medical Sciences,Iran,51.8,14.1,20,9.3,30
C,University of Texas at Arlington,United States of America,20.1,50.3,10.1,50.9,33.4
C,Tianjin University,China,36.5,14.7,34.4,12.2,100
C,Tokyo University of Agriculture and Technology,Japan,34.9,19.4,24.1,16.9,39.9
C,University of Toledo,United States of America,31.6,37.7,13.4,29.9,32.9
C,Tongji University,China,28.9,37.2,29.2,13.1,63.5
C,University of Tulsa,United States of America,29.7,43.8,12.9,24.6,71.7
C,United Arab Emirates University,United Arab Emirates,18.8,95,14.8,21.7,30.1
C,University of Warsaw,Poland,26.1,41.6,15.8,42.2,28.5
C,University of Wisconsin-Milwaukee,United States of America,17.3,26,13.8,45.5,29
C,Xiâan Jiaotong University,China,28.7,25.8,22.5,25.5,70.4
D,University of Zaragoza,Spain,20.1,33.5,12.7,49.5,36.7
D,University of A CoruÃ±a,Spain,18.3,23.4,10,16.6,38.2
D,Adam Mickiewicz University,Poland,20,25.7,11,15.3,28.7
D,AGH University of Science and Technology,Poland,14.2,17.9,3.7,35.7,-
D,Ajou University,South Korea,19.5,20,11.9,23.9,45.7
D,University of AlcalÃ¡,Spain,17.6,50,11.2,28.3,43.3
D,Alexandria University,Egypt,20.3,33.7,8.2,14.1,29.7
D,Alexandru Ioan Cuza University,Romania,24.9,46.9,13.6,7,28.2
D,Aligarh Muslim University,India,28.3,18.7,10,20.9,29.6
D,American University of Sharjah,United Arab Emirates,12.4,95.6,10.6,13.3,33.3
D,Amrita University,India,20.4,29.6,5.8,20.7,28
D,Anadolu University,Turkey,12.2,14.3,22.6,10.9,100
D,Andhra University,India,34.8,7.2,6.9,1.2,31.3
D,University of Antioquia,Colombia,18.1,42,21.1,14.8,43.6
D,Aristotle University of Thessaloniki,Greece,22.6,36.6,15,29.5,33.6
D,"Asia University, Taiwan",Taiwan,14.4,18.3,15.9,30.5,38.4
D,Athens University of Economics and Business,Greece,13.4,39.2,18.8,31.2,66.5
D,Auckland University of Technology,New Zealand,17.3,95.6,9.8,21.7,28.5
D,Austral University of Chile,Chile,16.7,45.2,9.7,14.2,41.1
D,Beijing Institute of Technology,China,25.9,16.9,21.7,9.1,87.6
D,Belarusian State University,Belarus,20.2,48.2,8.7,6,28
D,University of Belgrade,Serbia,20.4,30.5,13.2,14,45.6
D,"Birla Institute of Technology and Science, Pilani",India,18.3,13.7,8.3,17.4,29.6
D,University of Bradford,United Kingdom,18.7,79.1,15.9,22.7,32.7
D,University of BrasÃ­lia,Brazil,21.9,24.1,7.4,10.4,-
D,University of Brighton,United Kingdom,16.7,62.8,10.7,20.1,29.4
D,University of Bucharest,Romania,34.3,21.3,11.5,9.9,29.5
D,Budapest University of Technology and Economics,Hungary,17.1,30.4,13.7,21.6,39.7
D,Cairo University,Egypt,18.9,31,11.1,11.9,30.3
D,University of Calcutta,India,34.7,13.1,8.7,19.8,29.2
D,"California State University, Long Beach",United States of America,11.6,18.9,10.4,23.3,-
D,Capital Medical University,China,26.3,18.8,14.9,16.3,28.8
D,University of Castilla-La Mancha,Spain,18.4,28.6,10.3,30.5,29.7
D,University of Central Lancashire,United Kingdom,15.7,54.1,9.4,28.2,28.9
D,University of Cergy-Pontoise,France,18.7,49.1,6.3,13.2,28.6
D,Chang Gung University,Taiwan,19.3,15.7,24.7,27.6,31.9
D,Carlos III University of Madrid,Spain,23.2,44.7,17.4,24.8,34.8
D,"University of Chemistry and Technology, Prague",Czech Republic,21.6,46.3,12,17.4,38.9
D,Chiang Mai University,Thailand,17.8,34.9,9.4,30,32.3
D,Chiba University,Japan,26.9,21,16.8,24.8,55.3
D,China University of Geosciences (Wuhan),China,21.1,16.1,21.4,21.5,64.5
D,China University of Petroleum (Beijing),China,23.6,15.9,26.6,4,100
D,Chonbuk National University,South Korea,19.7,27.2,14.7,24.5,33.3
D,Chongqing University,China,19.5,15.5,15.5,8.7,73.8
D,Chonnam National University,South Korea,17.5,20.4,11.7,29.1,31.4
D,Chulalongkorn University,Thailand,23.8,32.8,14.1,16.7,37.8
D,Chung Yuan Christian University,Taiwan,15.9,18.7,22.1,17.4,41.9
D,Chungnam National University,South Korea,23.2,19.8,17.7,13.2,39.9
D,Clemson University,United States of America,21.4,34.6,19.7,27,35.8
D,Comenius University in Bratislava,Slovakia,23,46.9,10.3,19.6,28
D,Coventry University,United Kingdom,17.1,69.6,7.7,18.4,29.1
D,Dalian University of Technology,China,22.6,20.7,19,23.5,93.3
D,University of Debrecen,Hungary,17.3,49,11.4,20.9,-
D,University of Delhi,India,29.8,15.4,10.8,19.1,28.2
D,University of Dhaka,Bangladesh,21.7,37.2,7.2,9.6,-
D,Dublin Institute of Technology,Republic of Ireland,16.1,70.5,8.8,20.7,28.1
D,Ehime University,Japan,19.2,20.9,11.3,17.5,37.8
D,University of Electronic Science and Technology of China,China,20.5,13.4,12.9,8.8,28
D,EÃ¶tvÃ¶s LorÃ¡nd University,Hungary,21.3,43,12.1,30.6,29.3
D,Erciyes University,Turkey,15.5,17.2,10.9,18,30.3
D,Federal University of Bahia,Brazil,18.2,19.7,8.1,14.3,-
D,Federal University of Minas Gerais,Brazil,27.9,21.6,15.4,23.1,30.7
D,Federal University of ParanÃ¡ (UFPR),Brazil,24.6,15.5,9.6,7,-
D,Federal University of Rio Grande do Sul,Brazil,32.6,18.9,13.7,16.8,-
D,Federal University of Santa Catarina,Brazil,26,21,12.2,14.2,42.9
D,Federal University of SÃ£o Carlos,Brazil,29,16.8,10.8,11.5,-
D,Federal University of ViÃ§osa,Brazil,39.7,15,14.5,3.9,59
D,Federal University of Lavras,Brazil,25.8,14.5,16.4,3,-
D,Feng Chia University,Taiwan,14.6,21.1,13.7,34.4,33.9
D,Florida Institute of Technology,United States of America,20.4,62.4,13.5,24.6,33.4
D,Fu Jen Catholic University,Taiwan,14.4,19.1,9.8,18.2,47
D,GdaÅsk University of Technology,Poland,15.5,16.1,9.5,15.2,36.8
D,University of Ghana,Ghana,15.6,48.4,15.6,19.5,-
D,Gifu University,Japan,25.4,18.5,16.9,14.7,32.8
D,Glasgow Caledonian University,United Kingdom,17.1,55,10.4,24.2,29.9
D,University of Greenwich,United Kingdom,15.7,81.8,9.5,17.7,30
D,Hacettepe University,Turkey,21,19.6,11.8,19.7,28.2
D,University of Huddersfield,United Kingdom,17.4,55.2,5.4,16.5,28
D,Hunan University,China,18.3,14.8,15,21.2,46.7
D,University of Ibadan,Nigeria,22.7,26.1,11.1,4.6,29.2
D,University of Indonesia,Indonesia,18.1,37.2,8,13.9,40
D,Inha University,South Korea,20.7,23.5,20,22.5,64.7
D,I-Shou University,Taiwan,12.8,24.8,11.5,13.3,41
D,Istanbul University,Turkey,26,20,23.3,10,100
D,Jagiellonian University,Poland,24,33.5,14.4,30.7,28
D,Jilin University,China,28.2,20.3,14.4,14.6,42.1
D,University of Jordan,Jordan,19,53.7,7.7,7.8,28.8
D,Jordan University of Science and Technology,Jordan,16.4,62.2,6.2,16.4,31.4
D,Juntendo University,Japan,32.3,16.7,10.5,24,51.1
D,K.N. Toosi University of Technology,Iran,20.9,7.1,18.1,22.5,45.5
D,Kaohsiung Medical University,Taiwan,20.6,19.9,22.2,20.5,33.2
D,Khon Kaen University,Thailand,18.2,31.5,7.4,19.9,35.7
D,King Mongkutâs University of Technology Thonburi,Thailand,18.2,28.5,11.4,36.2,70.3
D,Kingston University,United Kingdom,16.9,76.8,12.1,26.7,28.5
D,Kinki University,Japan,18.5,17,7.9,30,33.2
D,Kobe University,Japan,27.8,21.1,15.4,24.3,45.1
D,Konkuk University,South Korea,20,22.6,19.6,17,36
D,Kumamoto University,Japan,23.4,22.2,11.6,28.1,43.1
D,Kyungpook National University,South Korea,21.1,21.7,16,18.1,34.9
D,Kyushu Institute of Technology,Japan,19.4,20.7,12.5,14.2,44.1
D,University of Latvia,Latvia,22.6,31.5,10.2,20.9,28.3
D,Lille 1 University â Science and Technology,France,20,60.3,8.6,32.4,31.8
D,University of Lincoln,United Kingdom,17.9,60.5,11.9,26.4,29.3
D,University of Ljubljana,Slovenia,24.9,34.5,13.6,24,32.3
D,University of Marrakech Cadi Ayyad,Morocco,17.4,42.7,6.3,12.1,29.2
D,Miami University,United States of America,19.2,24.8,15.7,36.1,30.2
D,Middlesex University,United Kingdom,18.5,81,10.6,25.7,-
D,Moscow Institute of Physics and Technology,Russian Federation,34.3,44.4,16.3,15.5,28
D,University of Murcia,Spain,19.3,28.3,11.7,28,29.5
D,Nagasaki University,Japan,22.8,21.9,10.8,14.3,-
D,University of Nairobi,Kenya,13.7,45.5,9,19.5,28
D,National Chengchi University,Taiwan,18.4,33.1,12.5,14,31.3
D,National Chung Cheng University,Taiwan,21.3,14.2,20.3,15.7,40.8
D,National Chung Hsing University,Taiwan,20.2,16.9,16.8,24.5,42.5
D,National Taipei University of Technology,Taiwan,17.8,16,14.6,16.4,81.3
D,National Taiwan Ocean University,Taiwan,18.1,20.3,21,18.2,49.3
D,National University of CÃ³rdoba,Argentina,16,28.1,9,12.5,28.6
D,National University of Science and Technology (MISiS),Russian Federation,24.8,33.7,17.5,10.8,67.2
D,National University of Sciences and Technology,Pakistan,21.4,31.3,7,35,31.3
D,Niigata University,Japan,21.9,19.3,10.1,17.5,33
D,Northumbria University,United Kingdom,17.7,55.1,10.9,29.2,29.1
D,Northwestern Polytechnical University,China,23.4,15.2,15.4,3.5,28
D,Nottingham Trent University,United Kingdom,16.5,52.7,8.9,27.3,28.4
D,Oakland University,United States of America,18.1,23.3,11.9,21.9,30.3
D,Ocean University of China,China,18.9,15.6,10.7,12.9,50.1
D,Ohio University,United States of America,25,33.6,14.9,24.6,30.1
D,Okayama University,Japan,24.3,20.6,14.9,25.3,48
D,Osaka Prefecture University,Japan,21.6,17.6,10.2,17.5,41.5
D,University of Pardubice,Czech Republic,15.9,23.4,11.9,11.1,28.3
D,University of Paris North â Paris 13,France,17.5,46.4,11.6,36.2,28
D,Paris-Sorbonne University â Paris 4,France,31.1,44.2,21.3,7.1,28.5
D,University of Patras,Greece,18.5,30.6,12.1,28.8,48.3
D,University of PÃ©cs,Hungary,19.7,50.8,9,23.4,28.4
D,Polytechnic University of Valencia,Spain,20.3,32.9,12.7,34.3,43.8
D,Pontifical Catholic University of ParanÃ¡,Brazil,18.4,18.6,6.5,32.2,28
D,Pontifical Catholic University of Rio Grande do Sul (PUCRS),Brazil,21.1,18.7,10.9,27.6,52.3
D,Pontifical Catholic University of ValparaÃ­so,Chile,18.4,35.7,8,10.4,44.3
D,Prince of Songkla University,Thailand,15.3,31,7,22.2,31.6
D,Qatar University,Qatar,9.9,99.9,10.3,22.3,55.2
D,Rio de Janeiro State University (UERJ),Brazil,21.7,16.8,9.1,12.3,30.8
D,Rochester Institute of Technology,United States of America,17.4,29.8,13.4,25.1,30.4
D,Saitama University,Japan,18.6,20.6,9.6,23.4,29.6
D,University of Salford,United Kingdom,20.8,66.4,12.1,21.2,28.8
D,"University of Santiago, Chile (USACH)",Chile,17.6,40.4,11.3,10.2,31
D,SÃ£o Paulo State University (UNESP),Brazil,28,18.7,22.6,6.7,40.1
D,Savitribai Phule Pune University,India,38.3,17.3,12.4,11.4,29.3
D,University of Science and Technology Beijing,China,25.1,15.6,22.4,6.9,89.7
D,Sejong University,South Korea,18.9,25.2,12.2,38.7,35.4
D,University of Seoul,South Korea,22.8,18.7,17.5,21.4,28.9
D,Shahid Beheshti University,Iran,20.5,13.8,19,11.4,58.9
D,Shanghai University,China,19.1,15.8,16.1,14.8,45.7
D,Shantou University,China,17.6,30.7,9.1,28.3,30.7
D,Sheffield Hallam University,United Kingdom,17.3,47,9.4,20.1,28.6
D,Shinshu University,Japan,20.8,20.3,8.3,22,31.6
D,Showa University,Japan,28.5,14,7.9,7,-
D,Sichuan University,China,25,15.7,18.4,16.1,90.8
D,University of Silesia in Katowice,Poland,17.7,18.5,8,20.4,28.1
D,Slovak University of Technology in Bratislava,Slovakia,23.3,30.6,8.6,24.9,33.2
D,Sogang University,South Korea,21.5,27.7,24.8,20.5,46.8
D,Sophia University,Japan,22,32.8,9.4,5.3,29.5
D,University of South Africa,South Africa,18.4,28.7,11.3,9.4,28.8
D,Southern Federal University,Russian Federation,21.9,17.3,8.2,9.2,39.5
D,University of Southern Mississippi,United States of America,21,20.8,11.8,20.1,39.9
D,University of Southern Queensland,Australia,18.4,63,13.1,14.4,28.8
D,Suez Canal University,Egypt,22.6,31.6,5.9,16,-
D,Sultan Qaboos University,Oman,21.3,71.5,10.6,16,37.6
D,Suranaree University of Technology,Thailand,21.1,25.9,11.6,18.4,38.1
D,University of Szeged,Hungary,20,46.9,10.5,20.5,33.2
D,Taipei Medical University,Taiwan,25.7,26.5,21.7,19,42.2
D,Taras Shevchenko National University of Kyiv,Ukraine,27.9,28.2,11,4.2,28
D,Technical University of Madrid,Spain,21.8,39.5,14.6,24.5,38.3
D,University of Tehran,Iran,26.1,16.5,16.9,15.8,-
D,University of Texas at El Paso,United States of America,18.6,30.4,18.7,18.4,-
D,Texas Tech University,United States of America,27.9,36.8,17.2,22,-
D,Tokai University,Japan,17.9,19.3,7.6,15.3,34.4
D,Tokushima University,Japan,25.3,16.8,21.6,12.8,59.6
D,Tokyo University of Marine Science and Technology,Japan,27.9,24.5,12.4,7.7,57.9
D,Tokyo University of Science,Japan,23,15.4,24.1,21.4,37.6
D,Tomsk State University,Russian Federation,34.8,36.9,20.8,7.6,44
D,Tottori University,Japan,24.3,16.7,10.1,9.6,34.5
D,Toyohashi University of Technology,Japan,22,25.4,18.9,15.8,50.3
D,Universiti Kebangsaan Malaysia,Malaysia,24.3,29.7,15.9,10.9,28.4
D,Universiti Putra Malaysia,Malaysia,25.3,50.1,20.9,10.2,34.2
D,Universiti Sains Malaysia,Malaysia,26.9,44.2,16.6,12.4,34.4
D,Universiti Teknologi MARA,Malaysia,15.2,14.8,7.7,18.2,28.3
D,Ural Federal University,Russian Federation,24.8,17.3,10.6,16.8,35.6
D,V.N. Karazin Kharkiv National University,Ukraine,21.7,48.4,8.9,1.7,28.8
D,University of Vigo,Spain,18.4,30.7,10.5,31.8,38.1
